"label","target","source"
"Wilki żyją poza prawem","Zbigniew Parafianowicz","Jurij Andruchowycz"
"Wilki żyją poza prawem","Michał Potocki","Jurij Andruchowycz"
"W Imię Natury","Jędrzej Pasierski","Michał Nogaś"
"W Imię Natury","Jędrzej Pasierski","Leszek Koźmiński, Kryminalna Piła"
"Wirus paniki","Seth Mnookin","David M. Shribman, „The Boston Globe”"
"Wirus paniki","Seth Mnookin","Susannah Nesmith, „The Miami Herald”"
"Witajcie w raju","Jennie Dielemans","Prof. Anna Wieczorkiewicz"
"Witajcie w raju","Jennie Dielemans","Marek Kamiński"
"Witajcie w raju","Jennie Dielemans","Kristianstadsbladet"
"Witajcie w raju","Jennie Dielemans","Aftonbladet"
"Witajcie w raju","Jennie Dielemans","Expressen"
"Witajcie w raju","Jennie Dielemans","Södermanlands Nyheter"
"Witajcie w rezerwacie","David Treuer","Dariusz Rosiak"
"Witajcie w rezerwacie","David Treuer","„The New Yorker”"
"Witajcie w rezerwacie","David Treuer","David Ulin, „Los Angeles Times”"
"Witajcie w rezerwacie","David Treuer","Greg Sarris, „San Francisco Chronicle”"
"Witajcie w rezerwacie","David Treuer","Neal Conan, National Public Radio"
"Witajcie w rezerwacie","David Treuer","Kate Tuttle, „Boston Globe”"
"Witaj w domu","Lucia Berlin","Karolina Felberg"
"Witaj w domu","Lucia Berlin","Maggie Trapp, „The Washington Post”"
"Witaj w domu","Lucia Berlin","Joanne O’Leary"
"Witaj w domu","Lucia Berlin","Ellie Robins, „Los Angeles Times”"
"Witaj w domu","Lucia Berlin","Jordan Kisner, „The Atlantic”"
"Witaj w domu","Lucia Berlin","„Kirkus Reviews”"
"Witaj w domu","Lucia Berlin","Veronica Esposito, „Lit Hub”"
"Wizja świata","John Cheever","Philip Roth"
"Wizja świata","John Cheever","„The Boston Globe”"
"Wizja świata","John Cheever","„Washington Post”"
"Wizja świata","John Cheever","„The Guardian”"
"Wizyta arcybiskupa","Ádám Bodor","Andrzej Stasiuk"
"Wizyta arcybiskupa","Ádám Bodor","Justyna Jaworska"
"W królestwie Monszatana","Marcin Rotkiewicz","Jan Stradowski, „Focus”"
"W Lesie Wiedeńskim wciąż szumią drzewa","Elisabeth Åsbrink","Wojciech Orliński"
"W Lesie Wiedeńskim wciąż szumią drzewa","Elisabeth Åsbrink","„Smålandsposten”"
"W Lesie Wiedeńskim wciąż szumią drzewa","Elisabeth Åsbrink","„Dagens Nyheter”"
"W Lesie Wiedeńskim wciąż szumią drzewa","Elisabeth Åsbrink","„Helsingborgs Dagblad”"
"Włóczędzy","Yiyun Li","Joanna Bator"
"Włóczędzy","Yiyun Li","Amy Bloom"
"Włóczędzy","Yiyun Li","Ann Patchett"
"Włóczędzy","Yiyun Li","Colum McCann"
"Włóczędzy","Yiyun Li","Nell Freudenberger"
"Włóczędzy","Yiyun Li","Peter Ho Davies"
"Włóczędzy","Yiyun Li","The Independent"
"Włóczędzy","Yiyun Li","The Guardian"
"Włóczędzy","Yiyun Li","New Statesman"
"Włóczędzy","Yiyun Li","The Times Literary Suplement"
"Włóczędzy","Yiyun Li","The Metro"
"Włóczędzy","Yiyun Li","The New York Times Book Review"
"Włóczędzy","Yiyun Li","Chicago Tribune"
"Włóczędzy","Yiyun Li","The Observer"
"Włóczędzy","Yiyun Li","The New York Times"
"Włóczędzy","Yiyun Li","Australia Courrier Mail"
"W miasteczku długowieczności","Tracey Lawson","Tessa Capponi-Borawska"
"W miasteczku długowieczności","Tracey Lawson","Image"
"W miasteczku długowieczności","Tracey Lawson","Publishers Weekly"
"W miasteczku długowieczności","Tracey Lawson","Washington Post"
"W miasteczku długowieczności","Tracey Lawson","Library Journal"
"W miasteczku długowieczności","Tracey Lawson","Agnieszka Drotkiewicz"
"W morzu śmierci. Wspomnienie syna","David Rieff","Publishers Weekly"
"W morzu śmierci. Wspomnienie syna","David Rieff","San Francisco Chronicle"
"W morzu śmierci. Wspomnienie syna","David Rieff","The Washington Post"
"W morzu śmierci. Wspomnienie syna","David Rieff","Oliver Sacks"
"W morzu śmierci. Wspomnienie syna","David Rieff","Ewa Woydyłło"
"Wniebowzięte","Anna Sulińska","Aleksandra Boćkowska"
"W oblężeniu","Barbara Demick","Konstanty Gebert"
"W oblężeniu","Barbara Demick","Janina Ochojska"
"W oblężeniu","Barbara Demick","David Rieff, „Philadelphia Inquirer”"
"W oblężeniu","Barbara Demick","Mary McGrory, „Washington Post”"
"W oblężeniu","Barbara Demick","Lindsey Hilsum"
"Wojna nie ma w sobie nic z kobiety","Swietłana Aleksijewicz","Z laudacji Małgorzaty Szejnert, przewodniczącej jury Nagrody im. Ryszarda Kapuścińskiego"
"Wojna nie ma w sobie nic z kobiety","Swietłana Aleksijewicz","Stefan Bratkowski"
"Wojna nie ma w sobie nic z kobiety","Swietłana Aleksijewicz","prof. Jerzy Pomianowski"
"Wojna nie ma w sobie nic z kobiety","Swietłana Aleksijewicz","Swietłana Aleksijewicz w rozmowie z Lidią Ostałowską"
"Wojna nie ma w sobie nic z kobiety","Swietłana Aleksijewicz","Sylwia Chutnik"
"Wojna umarła, niech żyje wojna","Ed Vulliamy","Konstanty Gebert"
"Wojna w Hiszpanii","S. L. Sznajderman","Karolina Koprowska, fragment wstępu"
"Wolna","Lea Ypi","Paulina Wilk"
"Wolna","Lea Ypi","„The New Yorker”"
"Wolna","Lea Ypi","„Financial Times”"
"Wolna","Lea Ypi","„Washington Post”"
"Wolna","Lea Ypi","„Guardian”"
"Wolna","Lea Ypi","„Sunday Times”"
"Wolna","Lea Ypi","Stuart Jeffrie,  „Guardian”"
"Wolność i spluwa","Dan Baum","Katarzyna Wężyk"
"Wolność i spluwa","Dan Baum","„The Dallas News”"
"Wolność i spluwa","Dan Baum","„The Christian Science Monitor”"
"Wolność i spluwa","Dan Baum","„New York Review of Books”"
"Wolność i spluwa","Dan Baum","„San Fransisco Chronicle”"
"Woroszyłowgrad","Serhij Żadan","Stanisław Łubieński"
"W pośpiechu","Tadeusz Konwicki","fragment jednej z rozmów"
"W pośpiechu","Tadeusz Konwicki","Tadeusz Sobolewski"
"W pośpiechu","Tadeusz Konwicki","Jacek Cieślak"
"W pośpiechu","Tadeusz Konwicki","Piotr Kofta"
"W pośpiechu","Tadeusz Konwicki","Juliusz Kurkiewicz"
"W pośpiechu","Tadeusz Konwicki","Jacek Wakar"
"W pośpiechu","Tadeusz Konwicki","Michał Nogaś"
"W pośpiechu","Tadeusz Konwicki","Maciej Robert"
"W pośpiechu","Tadeusz Konwicki","Marcin Wilk"
"W pośpiechu","Tadeusz Konwicki","Elżbieta Sawicka"
"W pośpiechu","Tadeusz Konwicki","Łukasz Najder"
"W pośpiechu","Tadeusz Konwicki","Marta Bąk"
"W pośpiechu","Tadeusz Konwicki","Jarosław Czechowicz"
"W pośpiechu","Przemysław Kaniecki","fragment jednej z rozmów"
"W pośpiechu","Przemysław Kaniecki","Tadeusz Sobolewski"
"W pośpiechu","Przemysław Kaniecki","Jacek Cieślak"
"W pośpiechu","Przemysław Kaniecki","Piotr Kofta"
"W pośpiechu","Przemysław Kaniecki","Juliusz Kurkiewicz"
"W pośpiechu","Przemysław Kaniecki","Jacek Wakar"
"W pośpiechu","Przemysław Kaniecki","Michał Nogaś"
"W pośpiechu","Przemysław Kaniecki","Maciej Robert"
"W pośpiechu","Przemysław Kaniecki","Marcin Wilk"
"W pośpiechu","Przemysław Kaniecki","Elżbieta Sawicka"
"W pośpiechu","Przemysław Kaniecki","Łukasz Najder"
"W pośpiechu","Przemysław Kaniecki","Marta Bąk"
"W pośpiechu","Przemysław Kaniecki","Jarosław Czechowicz"
"W poszukiwaniu ojczyzny","Gao Ertai","Prof. Bogdan Góralczyk"
"W prześwicie","Paweł Próchniak","prof. Jacek Leociak"
"W rajskiej dolinie wśród zielska","Jacek Hugo-Bader","Anna Żebrowska"
"Wrażliwy człowiek","Jáchym Topol","Piotr Kofta"
"Wrócę, gdy będziesz spała","Patrycja Dołowy","Mikołaj Grynberg"
"W rodzinie ojca mego","Marcin Wójcik","Lidia Ostałowska"
"W rodzinie ojca mego","Marcin Wójcik","Marcin Kącki"
"Wróżąc z fusów","Marcelina Szumer-Brysz","Jerzy Haszczyński"
"Wrzask rebeliantów","S. C. Gwynne","Ziemowit Szczerek"
"Wrzask rebeliantów","S. C. Gwynne","„The Wall Street Journal”"
"Wrzask rebeliantów","S. C. Gwynne","„Newsday”"
"Wrzask rebeliantów","S. C. Gwynne","„The New Yorker”"
"Wrzask rebeliantów","S. C. Gwynne","„Huffington Post”"
"Wrzask rebeliantów","S. C. Gwynne","„Huntington News”"
"Wrzask rebeliantów","S. C. Gwynne","„Civil War Times”"
"W sercu oceanu","Elvira Menéndez","""Tinta al Sol"""
"W sercu oceanu","Elvira Menéndez","""Casa del Libro"""
"W sercu oceanu","Elvira Menéndez","Blog ""Los libros y yo"""
"Wśród mangowych drzew","Madhur Jaffrey","„The New York Times Book Review”"
"Wśród mangowych drzew","Madhur Jaffrey","„Newsday”"
"Wśród mangowych drzew","Madhur Jaffrey","„People Magazine”"
"Wśród mangowych drzew","Madhur Jaffrey","„The Daily Mail”"
"Wśród mangowych drzew","Madhur Jaffrey","„BBC Good Food Magazine”"
"Wśród mangowych drzew","Madhur Jaffrey","Marta Gessler, właścicielka restauracji Qchnia Artystyczna i Warsztatu Woni"
"W stronę Ochrydy","Kapka Kassabova","Michał Nogaś"
"W stronę Ochrydy","Kapka Kassabova","Misha Glenny, „The Times Literary Supplement”"
"W stronę Ochrydy","Kapka Kassabova","„The Times”"
"W stronę Ochrydy","Kapka Kassabova","Simon Schama, „The Financial Times”"
"W stronę Ochrydy","Kapka Kassabova","„The Guardian”"
"Wszyscy jesteśmy cyborgami","Michał R. Wiśniewski","Wojciech Orliński"
"Wszyscy tak jeżdżą","Bartosz Józefiak","Olga Gitkiewicz"
"Wszyscy wiedzą","Jill Leovy","Katarzyna Surmiak-Domańska"
"Wszyscy wiedzą","Jill Leovy","Dwight Garner, „The New York Times”"
"Wszyscy wiedzą","Jill Leovy","„USA Today”"
"Wszyscy wiedzą","Jill Leovy","„The Boston Globe”"
"Wszyscy wiedzą","Jill Leovy","„The Washington Post”"
"Wszyscy wiedzą","Jill Leovy","Hari Kunzru, „The Guardian”"
"Wszystkie me daremne żale","Miriam Toews","Karolina Korwin-Piotrowska"
"Wszystkie me daremne żale","Miriam Toews","„The Dallas Morning News”"
"Wszystkie me daremne żale","Miriam Toews","Ron Charles, „The Washington Post”"
"Wszystkie me daremne żale","Miriam Toews","„Library Journal”"
"Wszystkie me daremne żale","Miriam Toews","„Minneapolis Star Tribune”"
"Wszystkie me daremne żale","Miriam Toews","„Kirkus Reviews”"
"Wszystkie me daremne żale","Miriam Toews","„The Boston Globe”"
"Wszystkie me daremne żale","Miriam Toews","„Booklist”"
"Wszystkie me daremne żale","Miriam Toews","Curtis Sittenfeld, „The New York Times Book Review”"
"Wszystkie me daremne żale","Miriam Toews","Dan Kois, „Slate”"
"Wszystkie okna dla oknówek","Paweł Pstrokoński","dr Łukasz Bożycki"
"Wszystkie ziarna piasku","Bartek Sabela","Krzysztof Środa"
"Wszystkie ziarna piasku","Bartek Sabela","Artur Domosławski"
"Wszystko co chciałabyś wiedzieć o seksie i o co wreszcie nie boisz się zapytać","Sophie Bramly","„Cosmopolitan”"
"Wszystko co chciałabyś wiedzieć o seksie i o co wreszcie nie boisz się zapytać","François Olivennes","„Cosmopolitan”"
"Wszystko jest","Maciej Malicki","Magazyn Literacki Książki"
"Wszystko ma swoją cenę","Lotte i Søren Hammer","Jyllands-Posten"
"Wszystko za Everest","Jon Krakauer","Krystyna Palmowska"
"Wszystko za Everest","Jon Krakauer","Robert Ziębiński, „Newsweek”"
"Wszystko za Everest","Jon Krakauer","Marcin Meller, „Playboy”"
"Wszystko za Everest","Jon Krakauer","Piotr Szabłowski, „Gazeta Wyborcza”"
"Wszystko za Everest","Jon Krakauer","Piotr Drożdż, „Góry”"
"Wszystko za życie","Jon Krakauer","Sean Penn"
"Wybrałam wolność","Mariam Notten","Ludwika Włodek-Biernat"
"Wybrałam wolność","Erica Fischer","Ludwika Włodek-Biernat"
"Wydz. Domysłów","Jenny Offill","Hanna Rydlewska, „Vogue Polska”"
"Wyhoduj sobie wolność","Szymon Opryszek","Artur Domosławski"
"Wyhoduj sobie wolność","Maria Hawranek","Artur Domosławski"
"Wyjedź, zanim nadejdą deszcze","Alexandra Fuller","Weronika Murek"
"Wyjedź, zanim nadejdą deszcze","Alexandra Fuller","„People Magazine”"
"Wyjedź, zanim nadejdą deszcze","Alexandra Fuller","„The Washington Post”"
"Wyjedź, zanim nadejdą deszcze","Alexandra Fuller","„The Economist”"
"Wyjedź, zanim nadejdą deszcze","Alexandra Fuller","Michiko Kakutani, „The New York Times”"
"Wyjście z Egiptu","André Aciman","Michał Sobelman"
"Wyjście z Egiptu","André Aciman","Eva Hoffman"
"Wyjście z Egiptu","André Aciman","„The New Yorker”"
"Wyjście z Egiptu","André Aciman","„Los Angeles Times Book Review”"
"Wyjście z Egiptu","André Aciman","James Merrill"
"Wyjście z Egiptu","André Aciman","""Library Journal"""
"Wykresy fal środkowej Wołgi","Konstanty Usenko","Max Cegielski"
"Wylinka","Simona Popescu","Marek Mikos"
"Wymazana granica","Tomasz Grzywaczewski","Tomasz Grzywaczewski"
"Wymyślone miasto Lwów","Ziemowit Szczerek","Martin Pollack"
"Wyniosłe wieże","Lawrence Wright","Robert Stefanicki"
"Wyniosłe wieże","Lawrence Wright","„Associated Press”"
"Wyniosłe wieże","Lawrence Wright","„The Kansas City Star”"
"Wyniosłe wieże","Lawrence Wright","„New Statesman”"
"Wyniosłe wieże","Lawrence Wright","„Financial Times”"
"Wyniosłe wieże","Lawrence Wright","„Los Angeles Times”"
"Wyniosłe wieże","Lawrence Wright","„The New York Review of Books”"
"Wyniosłe wieże","Lawrence Wright","„Texas Monthly”"
"Wyniosłe wieże","Lawrence Wright","„San Francisco Chronicle”"
"Wypędzanie ducha Hitlera","Frederick Taylor","„Newsweek”"
"Wypędzanie ducha Hitlera","Frederick Taylor","„Wall Street Journal”"
"Wypędzanie ducha Hitlera","Frederick Taylor","„Kirkus Reviews”"
"Wypędzanie ducha Hitlera","Frederick Taylor","„Sunday Express” (UK)"
"Wypędzanie ducha Hitlera","Frederick Taylor","„New Statesman” (UK)"
"Wypędzanie ducha Hitlera","Frederick Taylor","„Publishers Weekly”"
"Wypędzanie ducha Hitlera","Frederick Taylor","„Pittsburgh Post Gazette”"
"Wysoki","Chloe Hooper","Philip Roth"
"Wysoki","Chloe Hooper","Sydney Morning Herald"
"Wysoki","Chloe Hooper","Sunday Telegraph"
"Wysoki","Chloe Hooper","Time Australia"
"Wysoki","Chloe Hooper","Mateusz Marczewski"
"Wyspy odzyskane","Piotr Oleksy","Zbigniew Rokita"
"Wytrąceni z milczenia","Magdalena Grochowska","Małgorzata Szejnert"
"Wywracanie kultury","Rafał Księżyk","Olga Drenda"
"Wywracanie kultury","Rafał Księżyk","Lech Janerka"
"Wyznanie","Roman Gren","Maciej Robert"
"Wyznanie","Roman Gren","Darek Foks"
"XI Nie bądź obojętny","Marian Turski","Olga Tokarczuk"
"Zabić smoka","Katarzyna Kwiatkowska-Moskalewicz","Marcel Łoziński"
"Zabójca z miasta moreli","Witold Szabłowski","Paweł Goźliński"
"Zabójca z miasta moreli","Witold Szabłowski","Jacek Hugo-Bader"
"Zabójca z miasta moreli","Witold Szabłowski","Mariusz Szczygieł"
"Zabójca z miasta moreli","Witold Szabłowski","Konstanty Gebert"
"Zabójca z miasta moreli","Witold Szabłowski","„The Economist”"
"Zabójca z miasta moreli","Witold Szabłowski","Lucy Popescu, „The Huffington Post”"
"Zabójca z miasta moreli","Witold Szabłowski","Colin Thubron"
"Zabójcze aplikacje","Michał R. Wiśniewski","Jakub Demiańczuk, „Polityka”"
"Zaćmienie","Agnieszka Wolny-Hamkało","Janusz Rudnicki"
"Zaćmienie","Agnieszka Wolny-Hamkało","Natasza Goerke"
"Zaginione białe plemiona","Riccardo Orizio","prof. Leszek Kolankiewicz"
"Zagrani na śmierć","Tomasz Lada","Jarek Szubrycht"
"Zagubieni","Daniel Mendelsohn","Michał Sobelman"
"Zagubieni","Daniel Mendelsohn","Paweł Śpiewak"
"Zagubieni","Daniel Mendelsohn","Michael Chabon"
"Zagubieni","Daniel Mendelsohn","Joyce Carol Oates"
"Zagubieni","Daniel Mendelsohn","J.M. Coetzee"
"Zagubieni","Daniel Mendelsohn","Garry Willis"
"Zagubieni","Daniel Mendelsohn","Jean Strouse"
"Zagubieni","Daniel Mendelsohn","Johnatan Safran Foer"
"Zagubiony kosmonauta","Daniel Kalder","Esquire"
"Zagubiony kosmonauta","Daniel Kalder","The Times"
"Zagubiony kosmonauta","Daniel Kalder","Scotland on Sunday"
"Zagubiony kosmonauta","Daniel Kalder","The Herald"
"Zagubiony kosmonauta","Daniel Kalder","The First Post"
"Zagubiony kosmonauta","Daniel Kalder","Daniel Kalder"
"Zagubiony kosmonauta","Daniel Kalder","Andrzej Stasiuk"
"Zagubiony kosmonauta","Daniel Kalder","Michał Olszewski"
"Zagubiony w Dolinie Śmierci","Harley Rustad","Alice Lugen"
"Zagubiony w Dolinie Śmierci","Harley Rustad","John Vaillant"
"Zagubiony w Dolinie Śmierci","Harley Rustad","Wade Davis"
"Zagubiony w Dolinie Śmierci","Harley Rustad","„New York Journal of Books”"
"Zagubiony w Dolinie Śmierci","Harley Rustad","„New York Times Book Review”"
"Zagubiony w Dolinie Śmierci","Harley Rustad","„Financial Times”"
"Zagubiony w Dolinie Śmierci","Harley Rustad","„San Francisco Chronicle”"
"Zagubiony w Dolinie Śmierci","Harley Rustad","„Washington Post”"
"Zagubiony w Dolinie Śmierci","Harley Rustad","„Publishers Weekly”"
"Zagubiony w Dolinie Śmierci","Harley Rustad","„Toronto Star”"
"Zagubiony w Dolinie Śmierci","Harley Rustad","„Shelf Awareness”"
"Zagubiony w Dolinie Śmierci","Harley Rustad","„Sharp Magazine”"
"Zagubiony w Dolinie Śmierci","Harley Rustad","„Globe and Mail”"
"Zagubiony w Dolinie Śmierci","Harley Rustad","„Booklist”"
"Zagubiony w Dolinie Śmierci","Harley Rustad","„The Explorers Journal”"
"Zając o bursztynowych oczach","Edmund de Waal","Antoni Libera"
"Zając o bursztynowych oczach","Edmund de Waal","Jacek Dehnel"
"Zając o bursztynowych oczach","Edmund de Waal","Antonia Fraser „Mail on Sunday”"
"Zając o bursztynowych oczach","Edmund de Waal","Julian Barnes, „Guardian”"
"Zając o bursztynowych oczach","Edmund de Waal","Eileen Battersby „Irish Times”"
"Zając o bursztynowych oczach","Edmund de Waal","Ed Hollis, „Scotsman”"
"Zając o bursztynowych oczach","Edmund de Waal","Frances Wilson, „Sunday Times”"
"Zając o bursztynowych oczach","Edmund de Waal","Colm Tóibín, „Irish Times”"
"Zając z Patagonii","Claude Lanzmann","Jan Tomasz Gross"
"Zając z Patagonii","Claude Lanzmann","Tadeusz Słobodzianek"
"Zając z Patagonii","Claude Lanzmann","Max Gallo"
"Zając z Patagonii","Claude Lanzmann","Bernard-Henri Lévy"
"Za jeden wiersz","Liao Yiwu","Maria Kruczkowska"
"Za jeden wiersz","Liao Yiwu","Herta Müller"
"Za jeden wiersz","Liao Yiwu","„The New York Times”"
"Za jeden wiersz","Liao Yiwu","„The San Francisco Chronicle”"
"Za jeden wiersz","Liao Yiwu","„The Christian Science Monitor”"
"Zakaz gry w piłkę","Michał R. Wiśniewski","Natalia Fiedorczuk"
"Zaklinanie węży w gorące wieczory","Małgorzata Żarów","Piotr Siemion"
"Zakopać maszynę do pisania","Carmen Bugan","Bogumił Luft, były ambasador RP w Rumunii"
"Zakopać maszynę do pisania","Carmen Bugan","Adam Burakowski"
"Zakopać maszynę do pisania","Carmen Bugan","Quentin Curtis, „Telegraph”"
"Zakopać maszynę do pisania","Carmen Bugan","Roger Atwood, „Boston Globe”"
"Zakopać maszynę do pisania","Carmen Bugan","Justina Jase, „Freedom Magazine”"
"Za kryształową szybą","Maria Fredro-Smoleńska","Anda Rottenberg"
"Załatw publikę i spadaj","James McBride","Jacek Świąder, „Gazeta Wyborcza”"
"Załatw publikę i spadaj","James McBride","Spike Lee"
"Załatw publikę i spadaj","James McBride","„The Boston Globe”"
"Załatw publikę i spadaj","James McBride","Rick Moody, „The New York Times Book Review”"
"Załatw publikę i spadaj","James McBride","Boris Kachka, „New York Magazine”"
"Załatw publikę i spadaj","James McBride","„Los Angeles Review of Books”"
"Załatw publikę i spadaj","James McBride","„USA Today”"
"Załatw publikę i spadaj","James McBride","David Hajdu, „The Nation”"
